Question_codes,Question_codes(pt),Question_text,Question_text(pt),Question_conversion,Category,Subcategory,Group,Subgroup,Base_unit,Row
71 - Q47 - Quantity (in grams),X71...Q47...Quantity.(in.grams),"How much of the following BREADS do you consume? Please indicate the quantity as number of pieces per unit of time or grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume the bread daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.   Sandwich - Quantity (in grams)","How much of.the following.BREADS.do.you.consume?.Please.indicate.the.quantity.as.number.of pieces per.unit.of.time or.grams per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only. In.the.last.column,.indicate.if.you.consume.the.bread.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively.  .Sandwich.-.Quantity.(in.grams)",Bread_Sandwich_Quantity_g,Diet,Bread,Sandwich,Quantity,g,
71 - Q47 - Unit of time,X71...Q47...Unit.of.time,"How much of the following BREADS do you consume? Please indicate the quantity as number of pieces per unit of time or grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume the bread daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.   Sandwich - Unit of time","How much of.the following.BREADS.do.you.consume?.Please.indicate.the.quantity.as.number.of pieces per.unit.of.time or.grams per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only. In.the.last.column,.indicate.if.you.consume.the.bread.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively.  .Sandwich.-.Unit.of.time",Bread_Sandwich_Time,Diet,Bread,Sandwich,Time,,
72 - Q48,X72...Q48,"If you indicated youre eating gluten free bread, please specify below why and which type of gluten free bread. (e.g. I am gluten intolerant/Amaranth bread)","If.you.indicated.youre.eating.gluten.free.bread,.please.specify.below.why.and.which.type.of.gluten.free.bread..(e.g..I.am.gluten.intolerant/Amaranth.bread)",Bread_Type_gluten_free,Diet,Bread,Type_gluten_free,,,
73 - Q76 - Other bread products,X73...Q76...Other.bread.products,"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 1 - Other bread products","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.1.-.Other.bread.products",Bread_Other_Type_1,Diet,Bread,Other,Type,,1
73 - Q76 - Quantity (in pieces/slices),X73...Q76...Quantity.(in.pieces/slices),"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 1 - Quantity (in pieces/slices)","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.1.-.Quantity.(in.pieces/slices)",Bread_Other_Quantity_pieces_1,Diet,Bread,Other,Quantity,pieces,1
73 - Q76 - Quantity (in grams),X73...Q76...Quantity.(in.grams),"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 1 - Quantity (in grams)","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.1.-.Quantity.(in.grams)",Bread_Other_Quantity_g_1,Diet,Bread,Other,Quantity,g,1
73 - Q76 - Unit of time,X73...Q76...Unit.of.time,"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 1 - Unit of time","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.1.-.Unit.of.time",Bread_Other_Time_1,Diet,Bread,Other,Time,,1
73 - Q76 - Other bread products,X73...Q76...Other.bread.products,"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 2 - Other bread products","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.2.-.Other.bread.products",Bread_Other_Type_2,Diet,Bread,Other,Type,,2
73 - Q76 - Quantity (in pieces/slices),X73...Q76...Quantity.(in.pieces/slices),"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 2 - Quantity (in pieces/slices)","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.2.-.Quantity.(in.pieces/slices)",Bread_Other_Quantity_pieces_2,Diet,Bread,Other,Quantity,pieces,2
73 - Q76 - Quantity (in grams),X73...Q76...Quantity.(in.grams),"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 2 - Quantity (in grams)","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.2.-.Quantity.(in.grams)",Bread_Other_Quantity_g_2,Diet,Bread,Other,Quantity,g,2
73 - Q76 - Unit of time,X73...Q76...Unit.of.time,"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 2 - Unit of time","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.2.-.Unit.of.time",Bread_Other_Time_2,Diet,Bread,Other,Time,,2
73 - Q76 - Other bread products,X73...Q76...Other.bread.products,"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 3 - Other bread products","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.3.-.Other.bread.products",Bread_Other_Type_3,Diet,Bread,Other,Type,,3
73 - Q76 - Quantity (in pieces/slices),X73...Q76...Quantity.(in.pieces/slices),"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 3 - Quantity (in pieces/slices)","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.3.-.Quantity.(in.pieces/slices)",Bread_Other_Quantity_pieces_3,Diet,Bread,Other,Quantity,pieces,3
73 - Q76 - Quantity (in grams),X73...Q76...Quantity.(in.grams),"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 3 - Quantity (in grams)","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.3.-.Quantity.(in.grams)",Bread_Other_Quantity_g_3,Diet,Bread,Other,Quantity,g,3
73 - Q76 - Unit of time,X73...Q76...Unit.of.time,"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 3 - Unit of time","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.3.-.Unit.of.time",Bread_Other_Time_3,Diet,Bread,Other,Time,,3
73 - Q76 - Other bread products,X73...Q76...Other.bread.products,"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 4 - Other bread products","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.4.-.Other.bread.products",Bread_Other_Type_4,Diet,Bread,Other,Type,,4
73 - Q76 - Quantity (in pieces/slices),X73...Q76...Quantity.(in.pieces/slices),"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 4 - Quantity (in pieces/slices)","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.4.-.Quantity.(in.pieces/slices)",Bread_Other_Quantity_pieces_4,Diet,Bread,Other,Quantity,pieces,4
73 - Q76 - Quantity (in grams),X73...Q76...Quantity.(in.grams),"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 4 - Quantity (in grams)","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.4.-.Quantity.(in.grams)",Bread_Other_Quantity_g_4,Diet,Bread,Other,Quantity,g,4
73 - Q76 - Unit of time,X73...Q76...Unit.of.time,"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 4 - Unit of time","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.4.-.Unit.of.time",Bread_Other_Time_4,Diet,Bread,Other,Time,,4
73 - Q76 - Other bread products,X73...Q76...Other.bread.products,"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 5 - Other bread products","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.5.-.Other.bread.products",Bread_Other_Type_5,Diet,Bread,Other,Type,,5
73 - Q76 - Quantity (in pieces/slices),X73...Q76...Quantity.(in.pieces/slices),"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 5 - Quantity (in pieces/slices)","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.5.-.Quantity.(in.pieces/slices)",Bread_Other_Quantity_pieces_5,Diet,Bread,Other,Quantity,pieces,5
73 - Q76 - Quantity (in grams),X73...Q76...Quantity.(in.grams),"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 5 - Quantity (in grams)","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.5.-.Quantity.(in.grams)",Bread_Other_Quantity_g_5,Diet,Bread,Other,Quantity,g,5
73 - Q76 - Unit of time,X73...Q76...Unit.of.time,"If you consume other breads, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 5 - Unit of time","If.you.consume.other.breads,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.5.-.Unit.of.time",Bread_Other_Time_5,Diet,Bread,Other,Time,,5
74 - Q79,X74...Q79,How often do you eat (breakfast) cereals?,How.often.do.you.eat.(breakfast).cereals?,Cereals_Frequency,Diet,Cereals,Frequency,,,
75 - Q80,X75...Q80,Which meals of the day include cereals?,Which.meals.of.the.day.include.cereals?,Cereals_meals,Diet,Cereals,meals,,,
76 - Q81 - Quantity (in grams),X76...Q81...Quantity.(in.grams),"How much of the following (breakfast) cereals do you consume? Please indicate the quantity as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume the cereals daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Cornflakes - Quantity (in grams)","How much of.the following.(breakfast).cereals.do.you.consume?.Please.indicate.the.quantity.as.grams per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only. In.the.last.column,.indicate.if.you.consume.the.cereals.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Cornflakes.-.Quantity.(in.grams)",Cereals_Cornflakes_Quantity_g,Diet,Cereals,Cornflakes,Quantity,g,
